tahun,provinsi,nama_kabupaten,nama_kecamatan,nama_kelurahan,usia,jenis_kelamin,jumlah 
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,0-4,Laki-Laki,668
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,05-09,Laki-Laki,977
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,10-14,Laki-Laki,1017
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,15-19,Laki-Laki,981
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,20-24,Laki-Laki,950
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,25-29,Laki-Laki,907
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,30-34,Laki-Laki,987
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,35-39,Laki-Laki,1073
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,40-44,Laki-Laki,983
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,45-49,Laki-Laki,1005
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,50-54,Laki-Laki,866
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,55-59,Laki-Laki,696
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,60-64,Laki-Laki,504
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,65-69,Laki-Laki,343
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,70-75,Laki-Laki,260
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,>75,Laki-Laki,170
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,0-4,Laki-Laki,1234
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,05-09,Laki-Laki,1855
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,10-14,Laki-Laki,1768
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,15-19,Laki-Laki,1728
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,20-24,Laki-Laki,1441
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,25-29,Laki-Laki,1459
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,30-34,Laki-Laki,1652
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,35-39,Laki-Laki,1917
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,40-44,Laki-Laki,1831
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,45-49,Laki-Laki,1832
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,50-54,Laki-Laki,1319
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,55-59,Laki-Laki,976
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,60-64,Laki-Laki,658
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,65-69,Laki-Laki,399
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,70-75,Laki-Laki,354
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,>75,Laki-Laki,298
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,0-4,Laki-Laki,845
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,05-09,Laki-Laki,1239
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,10-14,Laki-Laki,1238
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,15-19,Laki-Laki,1039
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,20-24,Laki-Laki,980
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,25-29,Laki-Laki,979
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,30-34,Laki-Laki,1209
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,35-39,Laki-Laki,1345
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,40-44,Laki-Laki,1381
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,45-49,Laki-Laki,1194
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,50-54,Laki-Laki,859
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,55-59,Laki-Laki,654
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,60-64,Laki-Laki,472
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,65-69,Laki-Laki,339
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,70-75,Laki-Laki,280
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,>75,Laki-Laki,186
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,0-4,Laki-Laki,1235
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,05-09,Laki-Laki,1627
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,10-14,Laki-Laki,1692
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,15-19,Laki-Laki,1579
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,20-24,Laki-Laki,1395
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,25-29,Laki-Laki,1415
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,30-34,Laki-Laki,1672
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,35-39,Laki-Laki,1755
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,40-44,Laki-Laki,1576
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,45-49,Laki-Laki,1440
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,50-54,Laki-Laki,1206
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,55-59,Laki-Laki,945
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,60-64,Laki-Laki,599
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,65-69,Laki-Laki,338
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,70-75,Laki-Laki,206
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,>75,Laki-Laki,186
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,SENEN,0-4,Laki-Laki,232
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,SENEN,05-09,Laki-Laki,396
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,SENEN,10-14,Laki-Laki,388
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,SENEN,15-19,Laki-Laki,297
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,SENEN,20-24,Laki-Laki,310
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,SENEN,25-29,Laki-Laki,321
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,SENEN,30-34,Laki-Laki,482
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,SENEN,35-39,Laki-Laki,446
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,SENEN,40-44,Laki-Laki,404
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,SENEN,45-49,Laki-Laki,325
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,SENEN,50-54,Laki-Laki,271
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,SENEN,55-59,Laki-Laki,255
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,SENEN,60-64,Laki-Laki,166
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,SENEN,65-69,Laki-Laki,124
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,SENEN,70-75,Laki-Laki,71
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,SENEN,>75,Laki-Laki,44
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KENARI,0-4,Laki-Laki,282
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KENARI,05-09,Laki-Laki,421
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KENARI,10-14,Laki-Laki,440
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KENARI,15-19,Laki-Laki,454
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KENARI,20-24,Laki-Laki,468
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KENARI,25-29,Laki-Laki,457
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KENARI,30-34,Laki-Laki,521
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KENARI,35-39,Laki-Laki,549
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KENARI,40-44,Laki-Laki,463
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KENARI,45-49,Laki-Laki,461
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KENARI,50-54,Laki-Laki,418
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KENARI,55-59,Laki-Laki,331
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KENARI,60-64,Laki-Laki,256
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KENARI,65-69,Laki-Laki,152
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KENARI,70-75,Laki-Laki,103
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KENARI,>75,Laki-Laki,83
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,PASEBAN,0-4,Laki-Laki,883
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,PASEBAN,05-09,Laki-Laki,1199
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,PASEBAN,10-14,Laki-Laki,1134
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,PASEBAN,15-19,Laki-Laki,1117
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,PASEBAN,20-24,Laki-Laki,1129
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,PASEBAN,25-29,Laki-Laki,1156
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,PASEBAN,30-34,Laki-Laki,1342
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,PASEBAN,35-39,Laki-Laki,1328
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,PASEBAN,40-44,Laki-Laki,1231
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,PASEBAN,45-49,Laki-Laki,1191
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,PASEBAN,50-54,Laki-Laki,1038
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,PASEBAN,55-59,Laki-Laki,787
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,PASEBAN,60-64,Laki-Laki,591
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,PASEBAN,65-69,Laki-Laki,357
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,PASEBAN,70-75,Laki-Laki,208
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,PASEBAN,>75,Laki-Laki,160
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KRAMAT,0-4,Laki-Laki,1016
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KRAMAT,05-09,Laki-Laki,1608
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KRAMAT,10-14,Laki-Laki,1558
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KRAMAT,15-19,Laki-Laki,1597
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KRAMAT,20-24,Laki-Laki,1497
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KRAMAT,25-29,Laki-Laki,1486
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KRAMAT,30-34,Laki-Laki,1715
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KRAMAT,35-39,Laki-Laki,1735
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KRAMAT,40-44,Laki-Laki,1500
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KRAMAT,45-49,Laki-Laki,1465
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KRAMAT,50-54,Laki-Laki,1237
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KRAMAT,55-59,Laki-Laki,1002
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KRAMAT,60-64,Laki-Laki,631
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KRAMAT,65-69,Laki-Laki,397
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KRAMAT,70-75,Laki-Laki,260
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KRAMAT,>75,Laki-Laki,210
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KWITANG,0-4,Laki-Laki,606
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KWITANG,05-09,Laki-Laki,800
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KWITANG,10-14,Laki-Laki,803
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KWITANG,15-19,Laki-Laki,735
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KWITANG,20-24,Laki-Laki,691
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KWITANG,25-29,Laki-Laki,689
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KWITANG,30-34,Laki-Laki,801
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KWITANG,35-39,Laki-Laki,912
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KWITANG,40-44,Laki-Laki,782
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KWITANG,45-49,Laki-Laki,705
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KWITANG,50-54,Laki-Laki,649
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KWITANG,55-59,Laki-Laki,489
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KWITANG,60-64,Laki-Laki,410
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KWITANG,65-69,Laki-Laki,237
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KWITANG,70-75,Laki-Laki,148
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KWITANG,>75,Laki-Laki,117
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,BUNGUR,0-4,Laki-Laki,642
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,BUNGUR,05-09,Laki-Laki,957
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,BUNGUR,10-14,Laki-Laki,903
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,BUNGUR,15-19,Laki-Laki,888
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,BUNGUR,20-24,Laki-Laki,838
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,BUNGUR,25-29,Laki-Laki,921
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,BUNGUR,30-34,Laki-Laki,1118
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,BUNGUR,35-39,Laki-Laki,1108
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,BUNGUR,40-44,Laki-Laki,919
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,BUNGUR,45-49,Laki-Laki,935
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,BUNGUR,50-54,Laki-Laki,789
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,BUNGUR,55-59,Laki-Laki,632
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,BUNGUR,60-64,Laki-Laki,443
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,BUNGUR,65-69,Laki-Laki,332
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,BUNGUR,70-75,Laki-Laki,212
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,BUNGUR,>75,Laki-Laki,157
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,0-4,Laki-Laki,768
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,05-09,Laki-Laki,1163
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,10-14,Laki-Laki,1144
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,15-19,Laki-Laki,1169
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,20-24,Laki-Laki,1030
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,25-29,Laki-Laki,967
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,30-34,Laki-Laki,1164
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,35-39,Laki-Laki,1279
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,40-44,Laki-Laki,1319
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,45-49,Laki-Laki,1327
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,50-54,Laki-Laki,1161
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,55-59,Laki-Laki,702
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,60-64,Laki-Laki,519
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,65-69,Laki-Laki,392
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,70-75,Laki-Laki,307
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,>75,Laki-Laki,316
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,0-4,Laki-Laki,1288
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,05-09,Laki-Laki,1874
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,10-14,Laki-Laki,1913
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,15-19,Laki-Laki,1758
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,20-24,Laki-Laki,1624
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,25-29,Laki-Laki,1470
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,30-34,Laki-Laki,1744
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,35-39,Laki-Laki,1917
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,40-44,Laki-Laki,1869
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,45-49,Laki-Laki,1912
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,50-54,Laki-Laki,1474
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,55-59,Laki-Laki,1075
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,60-64,Laki-Laki,709
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,65-69,Laki-Laki,464
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,70-75,Laki-Laki,350
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,>75,Laki-Laki,304
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,0-4,Laki-Laki,748
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,05-09,Laki-Laki,1059
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,10-14,Laki-Laki,1152
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,15-19,Laki-Laki,981
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,20-24,Laki-Laki,935
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,25-29,Laki-Laki,995
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,30-34,Laki-Laki,1079
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,35-39,Laki-Laki,1226
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,40-44,Laki-Laki,1169
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,45-49,Laki-Laki,1062
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,50-54,Laki-Laki,987
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,55-59,Laki-Laki,705
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,60-64,Laki-Laki,491
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,65-69,Laki-Laki,300
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,70-75,Laki-Laki,224
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,>75,Laki-Laki,179
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,0-4,Laki-Laki,805
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,05-09,Laki-Laki,1306
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,10-14,Laki-Laki,1265
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,15-19,Laki-Laki,1277
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,20-24,Laki-Laki,1236
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,25-29,Laki-Laki,1181
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,30-34,Laki-Laki,1345
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,35-39,Laki-Laki,1396
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,40-44,Laki-Laki,1249
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,45-49,Laki-Laki,1188
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,50-54,Laki-Laki,1099
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,55-59,Laki-Laki,968
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,60-64,Laki-Laki,699
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,65-69,Laki-Laki,386
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,70-75,Laki-Laki,262
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,>75,Laki-Laki,216
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,0-4,Laki-Laki,827
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,05-09,Laki-Laki,1182
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,10-14,Laki-Laki,1203
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,15-19,Laki-Laki,1226
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,20-24,Laki-Laki,1143
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,25-29,Laki-Laki,1081
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,30-34,Laki-Laki,1204
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,35-39,Laki-Laki,1252
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,40-44,Laki-Laki,1174
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,45-49,Laki-Laki,1160
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,50-54,Laki-Laki,1042
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,55-59,Laki-Laki,832
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,60-64,Laki-Laki,561
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,65-69,Laki-Laki,394
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,70-75,Laki-Laki,223
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,>75,Laki-Laki,144
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,0-4,Laki-Laki,300
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,05-09,Laki-Laki,427
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,10-14,Laki-Laki,364
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,15-19,Laki-Laki,388
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,20-24,Laki-Laki,390
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,25-29,Laki-Laki,382
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,30-34,Laki-Laki,445
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,35-39,Laki-Laki,449
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,40-44,Laki-Laki,427
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,45-49,Laki-Laki,399
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,50-54,Laki-Laki,359
