tahun,provinsi,nama_kabupaten,nama_kecamatan,nama_kelurahan,usia,jenis_kelamin,jumlah 
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,65-69,Perempuan,335
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,70-75,Perempuan,293
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,>75,Perempuan,234
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,0-4,Perempuan,857
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,05-09,Perempuan,1241
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,10-14,Perempuan,1170
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,15-19,Perempuan,1238
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,20-24,Perempuan,1183
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,25-29,Perempuan,1126
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,30-34,Perempuan,1272
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,35-39,Perempuan,1433
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,40-44,Perempuan,1223
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,45-49,Perempuan,1187
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,50-54,Perempuan,1120
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,55-59,Perempuan,995
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,60-64,Perempuan,666
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,65-69,Perempuan,398
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,70-75,Perempuan,294
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,>75,Perempuan,396
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,0-4,Perempuan,762
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,05-09,Perempuan,1108
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,10-14,Perempuan,1143
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,15-19,Perempuan,1174
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,20-24,Perempuan,1110
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,25-29,Perempuan,1012
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,30-34,Perempuan,1114
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,35-39,Perempuan,1252
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,40-44,Perempuan,1148
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,45-49,Perempuan,1097
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,50-54,Perempuan,1045
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,55-59,Perempuan,872
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,60-64,Perempuan,538
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,65-69,Perempuan,386
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,70-75,Perempuan,259
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,>75,Perempuan,269
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,0-4,Perempuan,258
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,05-09,Perempuan,395
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,10-14,Perempuan,359
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,15-19,Perempuan,387
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,20-24,Perempuan,353
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,25-29,Perempuan,382
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,30-34,Perempuan,397
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,35-39,Perempuan,449
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,40-44,Perempuan,424
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,45-49,Perempuan,415
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,50-54,Perempuan,370
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,55-59,Perempuan,327
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,60-64,Perempuan,219
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,65-69,Perempuan,180
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,70-75,Perempuan,99
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,>75,Perempuan,112
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,GONDANGDIA,0-4,Perempuan,106
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,GONDANGDIA,05-09,Perempuan,130
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,GONDANGDIA,10-14,Perempuan,179
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,GONDANGDIA,15-19,Perempuan,158
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,GONDANGDIA,20-24,Perempuan,164
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,GONDANGDIA,25-29,Perempuan,197
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,GONDANGDIA,30-34,Perempuan,217
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,GONDANGDIA,35-39,Perempuan,192
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,GONDANGDIA,40-44,Perempuan,213
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,GONDANGDIA,45-49,Perempuan,197
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,GONDANGDIA,50-54,Perempuan,200
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,GONDANGDIA,55-59,Perempuan,171
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,GONDANGDIA,60-64,Perempuan,159
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,GONDANGDIA,65-69,Perempuan,136
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,GONDANGDIA,70-75,Perempuan,107
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,GONDANGDIA,>75,Perempuan,145
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,KEBON SIRIH,0-4,Perempuan,424
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,KEBON SIRIH,05-09,Perempuan,564
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,KEBON SIRIH,10-14,Perempuan,629
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,KEBON SIRIH,15-19,Perempuan,606
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,KEBON SIRIH,20-24,Perempuan,575
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,KEBON SIRIH,25-29,Perempuan,568
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,KEBON SIRIH,30-34,Perempuan,650
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,KEBON SIRIH,35-39,Perempuan,710
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,KEBON SIRIH,40-44,Perempuan,647
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,KEBON SIRIH,45-49,Perempuan,593
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,KEBON SIRIH,50-54,Perempuan,486
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,KEBON SIRIH,55-59,Perempuan,425
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,KEBON SIRIH,60-64,Perempuan,320
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,KEBON SIRIH,65-69,Perempuan,229
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,KEBON SIRIH,70-75,Perempuan,171
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,KEBON SIRIH,>75,Perempuan,154
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,GELORA,0-4,Perempuan,125
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,GELORA,05-09,Perempuan,165
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,GELORA,10-14,Perempuan,153
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,GELORA,15-19,Perempuan,133
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,GELORA,20-24,Perempuan,143
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,GELORA,25-29,Perempuan,168
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,GELORA,30-34,Perempuan,160
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,GELORA,35-39,Perempuan,179
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,GELORA,40-44,Perempuan,200
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,GELORA,45-49,Perempuan,170
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,GELORA,50-54,Perempuan,143
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,GELORA,55-59,Perempuan,101
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,GELORA,60-64,Perempuan,74
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,GELORA,65-69,Perempuan,55
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,GELORA,70-75,Perempuan,41
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,GELORA,>75,Perempuan,45
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,0-4,Perempuan,665
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,05-09,Perempuan,1008
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,10-14,Perempuan,1020
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,15-19,Perempuan,981
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,20-24,Perempuan,972
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,25-29,Perempuan,859
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,30-34,Perempuan,1078
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,35-39,Perempuan,1188
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,40-44,Perempuan,1140
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,45-49,Perempuan,1187
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,50-54,Perempuan,1053
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,55-59,Perempuan,764
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,60-64,Perempuan,485
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,65-69,Perempuan,346
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,70-75,Perempuan,307
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,>75,Perempuan,385
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,0-4,Perempuan,713
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,05-09,Perempuan,987
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,10-14,Perempuan,973
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,15-19,Perempuan,885
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,20-24,Perempuan,803
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,25-29,Perempuan,837
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,30-34,Perempuan,1057
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,35-39,Perempuan,1189
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,40-44,Perempuan,1041
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,45-49,Perempuan,880
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,50-54,Perempuan,656
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,55-59,Perempuan,534
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,60-64,Perempuan,339
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,65-69,Perempuan,270
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,70-75,Perempuan,192
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,>75,Perempuan,132
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,0-4,Perempuan,1331
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,05-09,Perempuan,1869
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,10-14,Perempuan,1790
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,15-19,Perempuan,1664
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,20-24,Perempuan,1547
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,25-29,Perempuan,1672
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,30-34,Perempuan,1887
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,35-39,Perempuan,1895
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,40-44,Perempuan,1614
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,45-49,Perempuan,1478
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,50-54,Perempuan,1227
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,55-59,Perempuan,974
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,60-64,Perempuan,594
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,65-69,Perempuan,408
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,70-75,Perempuan,328
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,>75,Perempuan,267
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,0-4,Perempuan,1300
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,05-09,Perempuan,1786
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,10-14,Perempuan,1657
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,15-19,Perempuan,1643
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,20-24,Perempuan,1560
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,25-29,Perempuan,1619
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,30-34,Perempuan,1820
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,35-39,Perempuan,1797
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,40-44,Perempuan,1538
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,45-49,Perempuan,1447
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,50-54,Perempuan,1209
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,55-59,Perempuan,956
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,60-64,Perempuan,621
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,65-69,Perempuan,416
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,70-75,Perempuan,289
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,>75,Perempuan,261
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,0-4,Perempuan,735
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,05-09,Perempuan,1037
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,10-14,Perempuan,922
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,15-19,Perempuan,997
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,20-24,Perempuan,923
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,25-29,Perempuan,957
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,30-34,Perempuan,1091
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,35-39,Perempuan,1170
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,40-44,Perempuan,1002
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,45-49,Perempuan,1067
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,50-54,Perempuan,877
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,55-59,Perempuan,809
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,60-64,Perempuan,580
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,65-69,Perempuan,418
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,70-75,Perempuan,295
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,>75,Perempuan,282
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,0-4,Perempuan,410
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,05-09,Perempuan,577
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,10-14,Perempuan,611
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,15-19,Perempuan,637
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,20-24,Perempuan,524
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,25-29,Perempuan,537
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,30-34,Perempuan,581
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,35-39,Perempuan,631
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,40-44,Perempuan,565
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,45-49,Perempuan,549
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,50-54,Perempuan,518
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,55-59,Perempuan,413
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,60-64,Perempuan,290
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,65-69,Perempuan,248
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,70-75,Perempuan,141
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,>75,Perempuan,177
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,0-4,Perempuan,1228
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,05-09,Perempuan,1873
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,10-14,Perempuan,1889
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,15-19,Perempuan,1788
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,20-24,Perempuan,1598
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,25-29,Perempuan,1645
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,30-34,Perempuan,1891
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,35-39,Perempuan,2067
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,40-44,Perempuan,1963
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,45-49,Perempuan,1881
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,50-54,Perempuan,1448
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,55-59,Perempuan,1187
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,60-64,Perempuan,838
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,65-69,Perempuan,591
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,70-75,Perempuan,480
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,>75,Perempuan,401
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,0-4,Perempuan,792
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,05-09,Perempuan,1160
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,10-14,Perempuan,1165
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,15-19,Perempuan,1119
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,20-24,Perempuan,991
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,25-29,Perempuan,1047
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,30-34,Perempuan,1209
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,35-39,Perempuan,1219
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,40-44,Perempuan,1110
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,45-49,Perempuan,956
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,50-54,Perempuan,747
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,55-59,Perempuan,666
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,60-64,Perempuan,394
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,65-69,Perempuan,277
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,70-75,Perempuan,207
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,>75,Perempuan,172
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,GALUR,0-4,Perempuan,650
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,GALUR,05-09,Perempuan,946
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,GALUR,10-14,Perempuan,924
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,GALUR,15-19,Perempuan,901
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,GALUR,20-24,Perempuan,860
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,GALUR,25-29,Perempuan,870
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,GALUR,30-34,Perempuan,1005
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,GALUR,35-39,Perempuan,1024
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,GALUR,40-44,Perempuan,926
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,GALUR,45-49,Perempuan,809
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,GALUR,50-54,Perempuan,697
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,GALUR,55-59,Perempuan,538
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,GALUR,60-64,Perempuan,346
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,GALUR,65-69,Perempuan,218
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,GALUR,70-75,Perempuan,193
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,GALUR,>75,Perempuan,150
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,0-4,Perempuan,1368
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,05-09,Perempuan,1981
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,10-14,Perempuan,2013
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,15-19,Perempuan,1933
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,20-24,Perempuan,1785
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,25-29,Perempuan,1780
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,30-34,Perempuan,2103
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,35-39,Perempuan,2107
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,40-44,Perempuan,1757
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,45-49,Perempuan,1687
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,50-54,Perempuan,1404
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,55-59,Perempuan,1206
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,60-64,Perempuan,735
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,65-69,Perempuan,556
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,70-75,Perempuan,387
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,>75,Perempuan,305
2017,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,0-4,Perempuan,3297
2017,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,05-09,Perempuan,4819
