tahun,provinsi,kabupaten,kecamatan,kelurahan ,kewarganegaraan,jenis_kelamin,jumlah
2017,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,WNA,Perempuan,9
2017,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,WNA,Perempuan,3
2017,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,WNA,Perempuan,1
2017,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,WNA,Perempuan,0
2017,DKI Jakarta,JAKARTA TIMUR,MAKASAR,MAKASAR,WNA,Perempuan,3
2017,DKI Jakarta,JAKARTA TIMUR,MAKASAR,PINANG RANTI,WNA,Perempuan,0
2017,DKI Jakarta,JAKARTA TIMUR,MAKASAR,KEBON PALA,WNA,Perempuan,0
2017,DKI Jakarta,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,WNA,Perempuan,0
2017,DKI Jakarta,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,WNA,Perempuan,6
2017,DKI Jakarta,JAKARTA TIMUR,CIRACAS,CIRACAS,WNA,Perempuan,1
2017,DKI Jakarta,JAKARTA TIMUR,CIRACAS,CIBUBUR,WNA,Perempuan,8
2017,DKI Jakarta,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,WNA,Perempuan,2
2017,DKI Jakarta,JAKARTA TIMUR,CIRACAS,SUSUKAN,WNA,Perempuan,2
2017,DKI Jakarta,JAKARTA TIMUR,CIRACAS,RAMBUTAN,WNA,Perempuan,2
2017,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,WNA,Perempuan,2
2017,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,WNA,Perempuan,0
2017,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,WNA,Perempuan,1
2017,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,MUNJUL,WNA,Perempuan,0
2017,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,SETU,WNA,Perempuan,6
2017,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,WNA,Perempuan,1
2017,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,WNA,Perempuan,0
2017,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CEGER,WNA,Perempuan,2
