tahun,nama provinsi,nama kabupaten/kota,nama kecamatan,nama kelurahan,kewarganegaraan,jenis_kelamin,jumlah
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,MUNJUL,WNI,Perempuan,11862
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,SETU,WNI,Perempuan,9581
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,WNI,Perempuan,13065
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,WNI,Perempuan,32997
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CEGER,WNI,Perempuan,9726
2013,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. PANGGANG,WNA,Laki-laki,0
2013,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. KELAPA,WNA,Laki-laki,0
2013,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. HARAPAN,WNA,Laki-laki,0
2013,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. UNTUNG JAWA,WNA,Laki-laki,0
2013,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. TIDUNG,WNA,Laki-laki,0
2013,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. PARI,WNA,Laki-laki,0
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,GAMBIR,WNA,Laki-laki,1
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,CIDENG,WNA,Laki-laki,5
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,WNA,Laki-laki,10
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,WNA,Laki-laki,5
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,WNA,Laki-laki,6
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,DURI PULO,WNA,Laki-laki,2
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,WNA,Laki-laki,34
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,WNA,Laki-laki,4
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,KARTINI,WNA,Laki-laki,3
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,WNA,Laki-laki,15
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,WNA,Laki-laki,42
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,WNA,Laki-laki,6
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,WNA,Laki-laki,33
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,WNA,Laki-laki,2
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,WNA,Laki-laki,1
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,WNA,Laki-laki,13
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,WNA,Laki-laki,0
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,WNA,Laki-laki,20
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,WNA,Laki-laki,4
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,SENEN,WNA,Laki-laki,10
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,KENARI,WNA,Laki-laki,2
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,PASEBAN,WNA,Laki-laki,0
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,KRAMAT,WNA,Laki-laki,2
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,KWITANG,WNA,Laki-laki,1
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,BUNGUR,WNA,Laki-laki,4
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,WNA,Laki-laki,24
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,WNA,Laki-laki,12
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,WNA,Laki-laki,1
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,MENTENG,WNA,Laki-laki,7
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,PEGANGSAAN,WNA,Laki-laki,2
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,CIKINI,WNA,Laki-laki,5
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,GONDANGDIA,WNA,Laki-laki,11
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,KEBON SIRIH,WNA,Laki-laki,2
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,GELORA,WNA,Laki-laki,6
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,WNA,Laki-laki,11
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,WNA,Laki-laki,10
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,WNA,Laki-laki,17
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,WNA,Laki-laki,8
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,WNA,Laki-laki,3
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,WNA,Laki-laki,3
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,WNA,Laki-laki,2
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,WNA,Laki-laki,1
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,GALUR,WNA,Laki-laki,0
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,WNA,Laki-laki,0
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,WNA,Laki-laki,11
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,WNA,Laki-laki,8
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,WNA,Laki-laki,21
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,WNA,Laki-laki,8
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PLUIT,WNA,Laki-laki,30
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,WNA,Laki-laki,1
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,WNA,Laki-laki,34
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,WNA,Laki-laki,28
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,WNA,Laki-laki,1
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,WNA,Laki-laki,0
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,WNA,Laki-laki,68
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,WNA,Laki-laki,0
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,WNA,Laki-laki,1
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,WNA,Laki-laki,1
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,WNA,Laki-laki,1
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,WNA,Laki-laki,0
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU SELATAN,WNA,Laki-laki,1
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,WNA,Laki-laki,0
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,WNA,Laki-laki,1
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,WNA,Laki-laki,1
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,WNA,Laki-laki,0
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,KALI BARU,WNA,Laki-laki,0
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER TIMUR,WNA,Laki-laki,3
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,ROROTAN,WNA,Laki-laki,0
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,WNA,Laki-laki,5
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,WNA,Laki-laki,5
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,WNA,Laki-laki,16
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,ANCOL,WNA,Laki-laki,25
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,WNA,Laki-laki,12
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,WNA,Laki-laki,18
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,WNA,Laki-laki,44
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,WNA,Laki-laki,2
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,WNA,Laki-laki,5
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,WNA,Laki-laki,0
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,WNA,Laki-laki,3
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,WNA,Laki-laki,4
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,WNA,Laki-laki,1
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,WNA,Laki-laki,1
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,WNA,Laki-laki,5
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,WNA,Laki-laki,3
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,WNA,Laki-laki,2
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,WNA,Laki-laki,11
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,WNA,Laki-laki,7
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,WNA,Laki-laki,5
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,WNA,Laki-laki,5
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KRUKUT,WNA,Laki-laki,5
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MAPHAR,WNA,Laki-laki,1
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,TANGKI,WNA,Laki-laki,1
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,WNA,Laki-laki,2
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,WNA,Laki-laki,2
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,WNA,Laki-laki,4
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,PINANGSIA,WNA,Laki-laki,11
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,WNA,Laki-laki,2
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,KALI ANYAR,WNA,Laki-laki,0
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI UTARA,WNA,Laki-laki,1
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,WNA,Laki-laki,10
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,KERENDANG,WNA,Laki-laki,1
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,WNA,Laki-laki,1
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,ANGKE,WNA,Laki-laki,3
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,WNA,Laki-laki,2
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,PEKOJAN,WNA,Laki-laki,3
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,WNA,Laki-laki,7
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI SELATAN,WNA,Laki-laki,0
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,WNA,Laki-laki,12
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,WNA,Laki-laki,2
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,WNA,Laki-laki,1
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,WNA,Laki-laki,5
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,DURI KEPA,WNA,Laki-laki,9
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,WNA,Laki-laki,6
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,WNA,Laki-laki,11
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,KALIDERES,WNA,Laki-laki,6
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,SEMANAN,WNA,Laki-laki,5
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,TEGAL ALUR,WNA,Laki-laki,9
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,KAMAL,WNA,Laki-laki,1
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,PEGADUNGAN,WNA,Laki-laki,6
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,WNA,Laki-laki,5
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,WNA,Laki-laki,8
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,WNA,Laki-laki,4
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,JATI PULO,WNA,Laki-laki,2
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,KEMANGGISAN,WNA,Laki-laki,7
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,WNA,Laki-laki,0
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,WNA,Laki-laki,4
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,WNA,Laki-laki,8
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,WNA,Laki-laki,0
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,SRENGSENG,WNA,Laki-laki,6
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,JOGLO,WNA,Laki-laki,6
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,WNA,Laki-laki,3
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET TIMUR,WNA,Laki-laki,0
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET BARAT,WNA,Laki-laki,5
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MENTENG DALAM,WNA,Laki-laki,16
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,KEBON BARU,WNA,Laki-laki,2
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,BUKIT DURI,WNA,Laki-laki,4
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,WNA,Laki-laki,0
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI,WNA,Laki-laki,2
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,WNA,Laki-laki,6
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,WNA,Laki-laki,4
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,WNA,Laki-laki,3
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET,WNA,Laki-laki,7
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,WNA,Laki-laki,17
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,WNA,Laki-laki,3
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,GUNTUR,WNA,Laki-laki,6
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,WNA,Laki-laki,14
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,WNA,Laki-laki,2
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,WNA,Laki-laki,47
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,WNA,Laki-laki,14
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,WNA,Laki-laki,1
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,WNA,Laki-laki,1
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,WNA,Laki-laki,5
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,WNA,Laki-laki,2
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,WNA,Laki-laki,23
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,WNA,Laki-laki,12
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,WNA,Laki-laki,5
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,WNA,Laki-laki,13
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,WNA,Laki-laki,3
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,WNA,Laki-laki,7
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,WNA,Laki-laki,38
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,WNA,Laki-laki,0
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,WNA,Laki-laki,23
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,WNA,Laki-laki,18
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,WNA,Laki-laki,10
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,WNA,Laki-laki,57
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,WNA,Laki-laki,10
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,PONDOK LABU,WNA,Laki-laki,2
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,WNA,Laki-laki,2
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,WNA,Laki-laki,9
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,WNA,Laki-laki,8
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,WNA,Laki-laki,13
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,WNA,Laki-laki,8
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,WNA,Laki-laki,10
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,WNA,Laki-laki,4
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,WNA,Laki-laki,7
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PULO,WNA,Laki-laki,7
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,WNA,Laki-laki,3
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,WNA,Laki-laki,9
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,WNA,Laki-laki,13
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,PANCORAN,WNA,Laki-laki,7
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,WNA,Laki-laki,6
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWA JATI,WNA,Laki-laki,3
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,DUREN TIGA,WNA,Laki-laki,4
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,PENGADEGAN,WNA,Laki-laki,3
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,CIKOKO,WNA,Laki-laki,0
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,WNA,Laki-laki,8
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,WNA,Laki-laki,2
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,WNA,Laki-laki,3
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,WNA,Laki-laki,1
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,WNA,Laki-laki,4
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,WNA,Laki-laki,1
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,WNA,Laki-laki,1
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,WNA,Laki-laki,9
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,WNA,Laki-laki,0
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,WNA,Laki-laki,2
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,WNA,Laki-laki,0
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,WNA,Laki-laki,0
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,WNA,Laki-laki,3
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,WNA,Laki-laki,1
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,WNA,Laki-laki,0
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,WNA,Laki-laki,0
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,WNA,Laki-laki,1
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,WNA,Laki-laki,2
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,WNA,Laki-laki,5
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,CIPINANG,WNA,Laki-laki,2
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,WNA,Laki-laki,1
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,WNA,Laki-laki,1
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,WNA,Laki-laki,22
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,WNA,Laki-laki,2
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,WNA,Laki-laki,0
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,WNA,Laki-laki,5
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,WNA,Laki-laki,1
